3.11	9.9657	429.738	331.296
3.12	9.7676	431.726	329.506
3.13	9.57449	433.703	327.723
3.14	9.38622	435.669	325.944
3.15	9.20266	437.625	324.172
3.16	9.02367	439.57	322.406
3.17	8.84911	441.504	320.646
3.18	8.67886	443.428	318.893
3.19	8.51281	445.342	317.145
3.2	8.35082	447.245	315.405
3.21	8.19278	449.137	313.67
3.22	8.03859	451.019	311.942
3.23	7.88814	452.891	310.221
3.24	7.74132	454.752	308.507
3.25	7.59802	456.603	306.799
3.26	7.45816	458.444	305.098
3.27	7.32163	460.274	303.404
3.28	7.18834	462.095	301.717
3.29	7.05821	463.905	300.037
3.3	6.93115	465.705	298.363
3.31	6.80707	467.496	296.697
3.32	6.68589	469.276	295.038
3.33	6.56754	471.046	293.387
3.34	6.45193	472.806	291.742
3.35	6.33899	474.557	290.104
3.36	6.22865	476.297	288.474
3.37	6.12084	478.028	286.851
3.38	6.0155	479.749	285.235
3.39	5.91255	481.461	283.627
3.4	5.81193	483.162	282.026
3.41	5.71358	484.855	280.432
3.42	5.61745	486.537	278.845
3.43	5.52346	488.21	277.266
3.44	5.43157	489.874	275.695
3.45	5.34173	491.528	274.13
3.46	5.25387	493.173	272.573
3.47	5.16794	494.808	271.024
3.48	5.08391	496.434	269.482
3.49	5.0017	498.051	267.947
3.5	4.92129	499.659	266.42
3.51	4.84262	501.258	264.9
3.52	4.76566	502.847	263.387
3.53	4.69034	504.427	261.882
3.54	4.61664	505.999	260.385
3.55	4.54452	507.561	258.895
3.56	4.47392	509.114	257.412
3.57	4.40483	510.659	255.936
3.58	4.33718	512.194	254.469
3.59	4.27096	513.721	253.008
3.6	4.20613	515.239	251.555
3.61	4.14264	516.748	250.109
3.62	4.08048	518.249	248.67
3.63	4.0196	519.741	247.239
3.64	3.95997	521.225	245.815
3.65	3.90156	522.699	244.399
3.66	3.84435	524.166	242.99
3.67	3.7883	525.624	241.588
3.68	3.73339	527.073	240.193
3.69	3.67959	528.515	238.806
3.7	3.62686	529.947	237.426
3.71	3.5752	531.372	236.053
3.72	3.52456	532.788	234.687
3.73	3.47493	534.196	233.329
3.74	3.42628	535.596	231.977
3.75	3.37859	536.988	230.633
3.76	3.33184	538.372	229.296
3.77	3.286	539.748	227.966
3.78	3.24106	541.116	226.643
3.79	3.19698	542.475	225.328
3.8	3.15376	543.827	224.019
3.81	3.11137	545.171	222.717
3.82	3.06979	546.508	221.422
3.83	3.02901	547.836	220.135
3.84	2.989	549.157	218.854
3.85	2.94975	550.47	217.58
3.86	2.91124	551.776	216.313
3.87	2.87346	553.074	215.053
3.88	2.83638	554.364	213.8
3.89	2.8	555.647	212.553
3.9	2.76429	556.922	211.314
3.91	2.72924	558.19	210.081
3.92	2.69484	559.45	208.855
3.93	2.66107	560.704	207.635
3.94	2.62792	561.949	206.423
3.95	2.59537	563.188	205.217
3.96	2.56341	564.419	204.017
3.97	2.53203	565.643	202.825
3.98	2.50122	566.86	201.639
3.99	2.47096	568.07	200.459
4	2.44124	569.273	199.286
4.01	2.41205	570.469	198.119
4.02	2.38338	571.657	196.959
4.03	2.35521	572.839	195.806
4.04	2.32754	574.014	194.659
4.05	2.30036	575.182	193.518
4.06	2.27365	576.343	192.383
4.07	2.2474	577.497	191.255
4.08	2.22161	578.645	190.134
4.09	2.19627	579.786	189.018
4.1	2.17136	580.92	187.909
4.11	2.14688	582.047	186.806
4.12	2.12282	583.168	185.709
4.13	2.09916	584.282	184.619
4.14	2.07591	585.39	183.534
4.15	2.05305	586.491	182.456
4.16	2.03058	587.586	181.384
4.17	2.00848	588.674	180.317
4.18	1.98675	589.756	179.257
4.19	1.96538	590.832	178.203
4.2	1.94436	591.901	177.155
4.21	1.9237	592.964	176.113
4.22	1.90337	594.02	175.076
4.23	1.88338	595.071	174.046
4.24	1.86371	596.115	173.021
4.25	1.84436	597.153	172.002
4.26	1.82533	598.185	170.989
4.27	1.8066	599.211	169.982
4.28	1.78817	600.231	168.981
4.29	1.77004	601.245	167.985
4.3	1.7522	602.253	166.995
4.31	1.73465	603.255	166.01
4.32	1.71737	604.251	165.032
4.33	1.70036	605.241	164.058
4.34	1.68363	606.225	163.091
4.35	1.66715	607.204	162.129
4.36	1.65093	608.177	161.172
4.37	1.63497	609.144	160.221
4.38	1.61925	610.105	159.276
4.39	1.60378	611.061	158.335
4.4	1.58854	612.011	157.401
4.41	1.57354	612.955	156.471
4.42	1.55877	613.894	155.547
4.43	1.54422	614.827	154.628
4.44	1.52989	615.755	153.715
4.45	1.51578	616.677	152.807
4.46	1.50188	617.594	151.904
4.47	1.4882	618.506	151.006
4.48	1.47471	619.412	150.114
4.49	1.46143	620.312	149.226
4.5	1.44834	621.208	148.344
4.51	1.43545	622.098	147.467
4.52	1.42275	622.983	146.595
4.53	1.41024	623.862	145.728
4.54	1.39791	624.737	144.866
4.55	1.38576	625.606	144.008
4.56	1.37378	626.47	143.156
4.57	1.36198	627.329	142.309
4.58	1.35035	628.183	141.467
4.59	1.33889	629.031	140.63
4.6	1.32759	629.875	139.797
4.61	1.31646	630.714	138.97
4.62	1.30548	631.548	138.147
4.63	1.29466	632.377	137.329
4.64	1.28399	633.201	136.515
4.65	1.27348	634.02	135.707
4.66	1.26311	634.834	134.903
4.67	1.25288	635.643	134.104
4.68	1.2428	636.448	133.309
4.69	1.23286	637.248	132.519
4.7	1.22306	638.043	131.734
4.71	1.21339	638.833	130.953
4.72	1.20386	639.619	130.177
4.73	1.19446	640.4	129.405
4.74	1.18518	641.177	128.638
4.75	1.17603	641.948	127.876
4.76	1.16701	642.716	127.117
4.77	1.15811	643.478	126.364
4.78	1.14933	644.237	125.614
4.79	1.14067	644.99	124.869
4.8	1.13212	645.739	124.128
4.81	1.12369	646.484	123.392
4.82	1.11537	647.225	122.66
4.83	1.10716	647.961	121.932
4.84	1.09906	648.692	121.209
4.85	1.09107	649.419	120.49
4.86	1.08318	650.142	119.775
4.87	1.0754	650.861	119.064
4.88	1.06771	651.575	118.357
4.89	1.06013	652.285	117.654
4.9	1.05265	652.991	116.956
4.91	1.04526	653.693	116.262
4.92	1.03797	654.391	115.571
4.93	1.03077	655.084	114.885
4.94	1.02367	655.773	114.203
4.95	1.01665	656.459	113.525
4.96	1.00973	657.14	112.85
4.97	1.00289	657.817	112.18
4.98	0.996141	658.49	111.514
4.99	0.989476	659.159	110.851
5	0.982895	659.824	110.193
5.01	0.976396	660.485	109.538
